mean,std,max,min,energy,skewness,kurtosis,entropy,zero_crossing_rate,fft_peak_freq,spectral_centroid,spectral_spread,label,environment,position
15.467384127610144,7.013639685205395,22.03648070282264,-1.9478437087560587,18171.16014325086,-1.3988180739589406,0.5260486053423805,1.664266209103654,0.0476190476190476,0.0,0.0646568422401083,0.113850322247971,giovani,env1,standing_a
15.522127093716056,7.163443243425081,23.24699925160812,-1.881720700298476,18411.834962760524,-1.2910059667455291,0.3313697566901745,1.8126222036954864,0.0476190476190476,0.0,0.0656950539994683,0.1145136423620735,giovani,env1,standing_a
15.982484661742486,7.639876084417891,25.658251261596348,-1.8733487377019304,19769.87392052995,-1.0862117894212338,0.0337640025150158,1.9479923401692392,0.0476190476190476,0.0,0.068312463805615,0.1161456802258927,giovani,env1,standing_a
15.995396510468655,7.255942582571948,22.7853795538144,-2.030334376756812,19435.588974187707,-1.4015680481884676,0.534219043977429,1.6416533549808705,0.0476190476190476,0.0,0.0649651788052683,0.1141049032149034,giovani,env1,standing_a
15.180345713831525,6.867347966652565,22.37389193659304,-1.9608496399981543,17489.0119374514,-1.4037295401215546,0.5765860356651737,1.7726302211103906,0.0476190476190476,0.0,0.0628437039847645,0.1121093592472513,giovani,env1,standing_a
15.707628622792663,7.124601052969072,23.874994243222805,-2.056904011851598,18741.84083827924,-1.3753780901541852,0.5669440584178864,1.7368942225056796,0.0476190476190476,0.0,0.0628577433778103,0.1118958486929404,giovani,env1,standing_a
14.82759670141034,6.90044947425813,22.919005177162383,-1.8099228818943889,16850.85109384724,-1.2409295765021326,0.2700352510950305,1.854325749548892,0.0476190476190476,0.0,0.0668050368595528,0.1154032232419852,giovani,env1,standing_a
15.387549171773534,7.751477893665237,26.381218643054133,-1.7926734175106127,18702.310980132937,-0.7860136436500402,-0.2981487977322956,2.1478475380514648,0.1111111111111111,0.0,0.0696648736896157,0.1160689408594483,giovani,env1,standing_a
15.775835277742791,7.352933518185546,24.31496997505445,-1.932012210801961,19085.38443209982,-1.232883143506502,0.2566363401650462,1.8602426774924457,0.0476190476190476,0.0,0.0670078980383786,0.1154698753459969,giovani,env1,standing_a
15.189580327088269,6.862380438646149,22.353082277934043,-1.9702534254863528,17502.38379526015,-1.4081375252121164,0.586345350669649,1.743696281051634,0.0476190476190476,0.0,0.0635192590080872,0.1128117745685203,giovani,env1,standing_a
15.434129511483986,7.208086873261713,24.05907900654185,-1.890867242348208,18280.63881943417,-1.2155858050931878,0.2385903226937937,1.864445145524067,0.0476190476190476,0.0,0.0671936724277152,0.1155776057851791,giovani,env1,standing_a
14.404581673557969,6.891000691962715,23.350427087761503,-1.7212821285857385,16063.605414790458,-1.0674956986355824,0.0425380220404285,1.9893783815380115,0.0476190476190476,0.0,0.0679043685932029,0.1157489611000763,giovani,env1,standing_a
15.080290378583864,6.911248840399623,22.52182534510487,-1.8814126256937425,17336.37266148906,-1.3277140601861306,0.4092767351426976,1.907611111347648,0.0476190476190476,0.0,0.065451395941024,0.114573934916848,giovani,env1,standing_a
15.338958960030386,7.062506125517305,22.941214150402963,-1.9047568322955144,17965.247249279353,-1.313291901079377,0.3710177575072593,1.927100072980648,0.0476190476190476,0.0,0.066184079916864,0.1151447051715083,giovani,env1,standing_a
15.637640536257203,7.326341580466564,24.78332097380791,-1.9234098013334373,18787.29819717668,-1.1988153804947943,0.2284028513299429,1.8864343496599687,0.0476190476190476,0.0,0.0681357143963303,0.1163333928538445,giovani,env1,standing_a
15.371916729741914,6.98712680775411,23.468637398102043,-2.0412576373892657,17962.29319334659,-1.3565365799209916,0.5540930863677289,1.724526304249291,0.0476190476190476,0.0,0.0628776663627252,0.1117745931598587,giovani,env1,standing_a
15.563494293429343,7.2523080226334145,24.23331986460101,-1.9101060352610608,18573.55455543593,-1.2307738305021407,0.2603146076264861,1.860242677483248,0.0476190476190476,0.0,0.0675375843293838,0.1159378538339522,giovani,env1,standing_a
15.300493412761904,6.947749160622305,22.04281129555003,-1.9528411664143457,17789.7079755926,-1.3859034241609591,0.5232083476968672,1.6935970132278806,0.0476190476190476,0.0,0.0652618267286867,0.1144809744795578,giovani,env1,standing_a
15.337824316951853,6.97613063528443,23.575923255511,-2.03820637639955,17886.660965348707,-1.3450482963572123,0.5436146451054813,1.7685045674882391,0.0476190476190476,0.0,0.0626210159205578,0.1115565415496518,giovani,env1,standing_a
15.115493300901749,6.874184508054437,21.98015957206873,-1.9124546833763263,17371.150673964014,-1.3809371777994062,0.4971201423088773,1.6817336510767489,0.0476190476190476,0.0,0.0653946990641214,0.1145995530272609,giovani,env1,standing_a
14.962600109101023,6.748848423779247,21.110736578000584,-1.9223732836237968,16973.860495537116,-1.4210733845505596,0.5874112910283267,1.6582644067552692,0.0476190476190476,0.0,0.0640835519721855,0.1134077233973305,giovani,env1,standing_a
15.363996421626084,6.9809074607087815,22.011794619823966,-1.943218324065255,17941.483666179272,-1.3875263503405513,0.5071636805291835,1.7019025392255256,0.0476190476190476,0.0,0.0649677140878502,0.1141802384997445,giovani,env1,standing_a
15.107296850703063,6.947648329778362,22.507583300581707,-1.860628640775338,17419.514833320693,-1.315224492258825,0.3756686418474015,1.854379731126135,0.0476190476190476,0.0,0.0657153164570732,0.1147780536864379,giovani,env1,standing_a
14.780499958312408,6.715549971892679,21.257333777605268,-1.859709819092934,16604.392797887635,-1.3827235138559455,0.5032111833560537,1.7019025391245997,0.0476190476190476,0.0,0.0645047283734705,0.1137793649150979,giovani,env1,standing_a
15.145216618696754,7.010471176008075,23.150989937520634,-1.857002672629148,17547.03042982396,-1.275540980504701,0.3177527629431811,1.846659486741575,0.0476190476190476,0.0,0.0667204635100759,0.1154534670511555,giovani,env1,standing_a
15.093789801852871,6.869346169324092,21.996967689868303,-1.9073189437132807,17325.655664721096,-1.3768998268823325,0.4871358701262966,1.7638242471764742,0.0476190476190476,0.0,0.065042485030769,0.1142082592845686,giovani,env1,standing_a
14.952276213955832,6.751734206404266,22.49966042832628,-1.974243641417647,16956.858162658606,-1.3944772493058657,0.6066145432143162,1.7191844168375277,0.0476190476190476,0.0,0.0624310354370975,0.1115868044214018,giovani,env1,standing_a
15.194649196305722,7.085899755318662,24.8036236949044,-2.088357921919417,17708.502391096812,-1.1607856787670503,0.3513856026611974,1.90273889056844,0.1111111111111111,0.0,0.0600003546842201,0.1075464701990127,giovani,env1,standing_a
