type,id,mac,rssi,rate,sig_mode,mcs,bandwidth,smoothing,not_sounding,aggregation,stbc,fec_coding,sgi,noise_floor,ampdu_cnt,channel,secondary_channel,local_timestamp,ant,sig_len,rx_state,len,first_word,data
CSI_DATA,354286,b2:1f:e7:2b:79:66,-40,11,1,7,0,1,1,0,1,0,1,-97,0,1,0,1765586273,0,83,0,128,1,"[83,-80,4,0,25,-2,20,-4,15,-6,11,-7,6,-8,2,-9,-3,-9,-8,-9,-12,-9,-15,-8,-18,-7,-20,-5,-22,-4,-23,-2,-24,0,-23,1,-22,2,-20,4,-18,5,-15,6,-12,7,-9,8,-6,9,-3,8,-1,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,2,-21,3,-21,5,-22,7,-22,10,-22,12,-21,14,-20,17,-18,19,-16,22,-14,24,-11,26,-8,28,-5,29,-2,31,0,32,2,34,3,36,5,37,6,37,7,38,7,39,7,39,7,39,6,38,5,36,3]"
CSI_DATA,354288,b2:1f:e7:2b:79:66,-36,11,1,7,0,1,1,0,1,0,1,-97,0,1,0,1765592103,0,83,0,128,1,"[83,-80,4,0,-10,-6,-9,-4,-8,-3,-6,-1,-5,1,-3,2,-2,3,0,4,2,5,3,6,4,6,5,6,7,6,8,5,8,5,8,4,8,4,8,2,8,2,7,1,6,0,5,-1,4,-2,3,-3,2,-3,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,1,-6,6,-7,6,-8,5,-9,5,-9,4,-10,4,-11,3,-11,2,-11,0,-11,-1,-12,-3,-12,-4,-12,-6,-11,-7,-11,-8,-11,-9,-12,-11,-12,-12,-12,-12,-12,-13,-12,-13,-13,-13,-13,-13,-13,-12,-13,-12,-12,-11]"
CSI_DATA,354290,b2:1f:e7:2b:79:66,-36,11,1,7,0,1,1,0,1,0,1,-97,0,1,0,1765597392,0,83,0,128,1,"[83,-80,4,0,3,10,3,8,4,5,4,3,3,1,3,-1,3,-3,2,-5,1,-6,0,-8,0,-9,-1,-10,-2,-10,-3,-10,-4,-10,-4,-10,-5,-9,-5,-8,-5,-7,-5,-6,-5,-5,-5,-3,-5,-2,-5,-1,-5,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,8,-2,8,-1,9,-1,9,0,9,1,10,2,9,3,9,4,8,6,8,7,7,8,6,9,5,11,4,12,3,13,2,13,2,14,1,15,1,16,1,16,1,16,1,17,1,17,2,17,2,16,3,16]"
CSI_DATA,354292,b2:1f:e7:2b:79:66,-36,11,1,7,0,1,1,0,1,0,1,-97,0,1,0,1765602079,0,83,0,128,1,"[83,-80,4,0,10,4,8,2,6,1,5,-1,3,-2,1,-4,0,-5,-2,-5,-4,-6,-5,-6,-6,-6,-8,-6,-9,-6,-10,-5,-10,-5,-10,-4,-10,-3,-10,-2,-9,-1,-8,-1,-7,0,-6,1,-5,2,-3,2,-3,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,5,-8,5,-8,6,-7,7,-7,8,-7,8,-6,9,-5,10,-4,10,-2,11,-1,11,1,11,2,11,4,11,5,11,6,12,7,12,8,12,9,12,10,13,10,13,10,13,10,13,10,13,10,13,9,13,9]"
CSI_DATA,354294,b2:1f:e7:2b:79:66,-36,11,1,7,0,1,1,0,1,0,1,-97,0,1,0,1765607155,0,83,0,128,1,"[83,-80,4,0,2,10,2,8,3,6,3,3,3,1,3,-1,3,-3,2,-5,2,-6,1,-8,0,-9,-1,-10,-1,-10,-2,-10,-3,-10,-4,-10,-4,-9,-5,-8,-5,-7,-5,-6,-5,-5,-5,-4,-5,-2,-5,-1,-4,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,8,-1,9,0,9,1,9,1,9,2,9,3,9,4,8,5,8,7,7,8,6,9,5,10,4,11,3,12,2,13,1,14,0,14,0,15,-1,16,-1,17,-1,17,-1,17,0,17,0,17,1,16,1,16]"
CSI_DATA,354296,b2:1f:e7:2b:79:66,-36,11,1,7,0,1,1,0,1,0,1,-97,0,1,0,1765611905,0,83,0,128,1,"[83,-80,4,0,-11,-3,-10,-2,-8,-1,-6,1,-4,2,-2,3,0,3,2,4,4,4,5,4,6,4,8,3,8,3,9,2,10,2,10,1,9,1,9,0,8,-1,7,-2,5,-3,4,-3,3,-4,2,-4,1,-4,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,1,-5,7,-6,7,-6,7,-7,7,-8,6,-9,6,-10,5,-10,4,-11,2,-11,1,-12,0,-13,-1,-13,-3,-13,-4,-13,-6,-13,-7,-14,-8,-14,-8,-15,-9,-15,-9,-15,-10,-15,-10,-15,-9,-16,-9,-15,-8,-15,-7]"
CSI_DATA,355506,b2:1f:e7:2b:79:66,-34,11,1,7,0,1,1,0,1,0,1,-97,0,1,0,1771648416,0,83,0,128,1,"[83,-80,4,0,5,-8,3,-6,2,-5,0,-3,-1,-2,-3,0,-4,1,-6,3,-7,4,-7,6,-7,8,-8,9,-8,11,-8,12,-8,13,-8,13,-8,13,-8,13,-7,13,-6,13,-6,12,-5,11,-5,11,-4,10,-4,9,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-1,-5,-1,-5,-2,-5,-3,-5,-4,-4,-5,-3,-5,-3,-6,-2,-7,-1,-8,0,-9,1,-9,2,-9,3,-9,4,-10,6,-10,7,-10,7,-10,8,-10,9,-11,9,-11,9,-11,10,-11,9,-11,9,-11,9,-10,9,-10]"
CSI_DATA,355508,b2:1f:e7:2b:79:66,-34,11,1,7,0,1,1,0,1,0,1,-97,0,1,0,1771663384,0,83,0,128,1,"[83,-80,4,0,-5,7,-3,6,-2,4,0,2,1,1,2,-1,3,-3,4,-4,4,-6,5,-8,5,-10,5,-11,5,-13,5,-14,5,-14,5,-15,5,-15,4,-15,4,-15,3,-14,3,-14,2,-13,2,-12,1,-11,1,-10,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,4,-1,4,0,4,1,4,2,4,3,3,4,2,5,2,5,1,6,0,7,-1,8,-2,8,-3,9,-4,9,-5,9,-6,10,-7,10,-8,10,-8,10,-9,11,-9,11,-9,11,-9,11,-9,11,-8,11,-8,10]"
CSI_DATA,355510,b2:1f:e7:2b:79:66,-34,11,1,7,0,1,1,0,1,0,1,-97,0,1,0,1771668354,0,83,0,128,1,"[83,-80,4,0,7,-5,5,-4,3,-4,1,-3,-1,-2,-3,-2,-5,-1,-7,0,-8,1,-10,2,-11,3,-12,4,-13,5,-14,6,-14,7,-14,8,-14,8,-14,8,-13,8,-12,8,-12,8,-11,7,-10,7,-9,6,-8,6,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-4,-3,-4,-3,-4,-4,-3,-5,-2,-6,-1,-6,0,-6,1,-7,2,-7,3,-7,4,-7,6,-7,7,-7,8,-7,9,-6,10,-6,11,-6,12,-6,12,-6,13,-5,13,-5,13,-5,13,-5,13,-5,13,-5,12,-5]"
CSI_DATA,355512,b2:1f:e7:2b:79:66,-34,11,1,7,0,1,1,0,1,0,1,-97,0,1,0,1771685186,0,83,0,128,1,"[83,-80,4,0,-4,8,-3,6,-1,4,0,2,1,1,2,-1,3,-3,4,-5,4,-7,5,-8,5,-10,5,-12,5,-13,5,-14,5,-15,4,-16,4,-16,4,-15,3,-15,3,-15,3,-14,2,-13,2,-12,1,-11,1,-10,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,4,-1,4,-1,4,0,4,2,4,3,4,3,3,4,3,5,2,6,1,7,0,8,-1,8,-2,9,-3,10,-4,10,-5,11,-6,11,-6,11,-7,12,-7,12,-8,12,-8,12,-8,12,-7,12,-7,12,-7,11]"
