amplitude_1,phase_1,amplitude_2,phase_2,amplitude_3,phase_3,amplitude_4,phase_4,amplitude_5,phase_5,amplitude_6,phase_6,amplitude_7,phase_7,amplitude_8,phase_8,amplitude_9,phase_9,amplitude_10,phase_10,amplitude_11,phase_11,amplitude_12,phase_12,amplitude_13,phase_13,amplitude_14,phase_14,amplitude_15,phase_15,amplitude_16,phase_16,amplitude_17,phase_17,amplitude_18,phase_18,amplitude_19,phase_19,amplitude_20,phase_20,amplitude_21,phase_21,amplitude_22,phase_22,amplitude_23,phase_23,amplitude_24,phase_24,amplitude_25,phase_25,amplitude_26,phase_26,amplitude_27,phase_27,amplitude_28,phase_28,amplitude_29,phase_29,amplitude_30,phase_30,amplitude_31,phase_31,amplitude_32,phase_32,amplitude_33,phase_33,amplitude_34,phase_34,amplitude_35,phase_35,amplitude_36,phase_36,amplitude_37,phase_37,amplitude_38,phase_38,amplitude_39,phase_39,amplitude_40,phase_40,amplitude_41,phase_41,amplitude_42,phase_42,amplitude_43,phase_43,amplitude_44,phase_44,amplitude_45,phase_45,amplitude_46,phase_46,amplitude_47,phase_47,amplitude_48,phase_48,amplitude_49,phase_49,amplitude_50,phase_50,amplitude_51,phase_51,amplitude_52,phase_52,amplitude_53,phase_53,amplitude_54,phase_54,amplitude_55,phase_55,amplitude_56,phase_56,amplitude_57,phase_57,amplitude_58,phase_58,amplitude_59,phase_59,amplitude_60,phase_60,amplitude_61,phase_61,amplitude_62,phase_62,amplitude_63,phase_63,amplitude_64,phase_64,user,position,environment
0.04454353354511867,0.04454353376592243,-0.0445435332782288,0.0,0.2039151343574082,-1.1009164371403182,0.2101692950894874,-1.0778260585211015,0.1838960773488619,-1.1106617640594474,0.1844174390588917,-1.1182659865822036,0.2016922725767729,-1.0797507035578113,0.178205938572528,-1.200366372906464,0.19357512446850397,-1.1988450377370603,0.1406767233435645,-1.190864762979204,0.1723550696999127,-1.1926078693109778,0.19623516780682743,-1.2108488172400564,0.18248386653735876,-1.227868436000331,0.18256798695456689,-1.3070684106409467,0.19229178332752797,-1.3124500107437418,0.20466229704145794,-1.307117551550922,0.20964159446773634,-1.3217386980661125,0.1860794243183293,-1.3661855084742824,0.24586219516587166,-1.31427815912558,0.177871318589854,-1.2049495391275435,-0.8073927343045602,-1.2871380790191493,-1.1167723013449482,-1.1969202939207602,-1.5828136107261814,-1.1398352876917517,-1.5527581604786134,-0.9851487794415488,-1.5900099119406976,-0.6334283058276446,-1.32040737950635,0.11466212361744317,-0.8946814992449964,0.35012506633363616,0.22015212518798855,0.6349990328252937,0.0,1.6694821839737142,0.0,1.6694821839737142,0.0,1.6694821839737142,0.0,1.6694821839737142,0.0,1.6694821839737142,0.0,1.6694821839737142,0.0,1.6694821839737142,0.0,1.6694821839737142,0.0,1.6694821839737142,-0.7115570541450053,0.6375528030794843,-0.5480580556292279,0.6821188949276783,-0.5266097349041444,0.6369097573278755,0.1966411868750132,0.6671484520563777,0.1459461572399965,0.6721155822491489,0.1818799963244507,0.6772793386002904,0.1977286773202815,0.7029759767956574,0.20810878719360829,0.6998752015172193,0.21134630419636638,0.7002102020450217,0.21016011265439385,0.7146393482630389,0.20138419432046326,0.7020072496019439,0.2432419279463829,0.6978015019047928,0.20664362177547047,0.7059441772627143,0.22325457215992753,0.711125482782522,0.21083384818822049,0.7003573407763305,0.22154165805584813,0.70513811503567,0.22920010095083784,0.6970898695776298,0.22040123448118887,0.6853226434855169,0.2291566858500217,0.6958218273376732,0.21920914261756916,0.6820619792833041,0.21462776562344724,0.6705984687414637,0.2075116146089798,0.6643798170850205,0.21674758064353547,0.6567108777278184,0.2216112699584278,0.6473598698134001,0.22107290648851227,0.6491715633187606,0.2147256484739138,0.629560422766046,0.20364899858614802,0.6348023831422468,neutral,neutral,neutral
0.044543533551811815,0.04454353377202738,-0.0445435332790646,0.0,0.20119921721453407,-1.09570564423556,0.20740034074321695,-1.0727364868993996,0.18127217618654434,-1.1054096348255102,0.1817648393673981,-1.112997848605652,0.19897520481314648,-1.0746828421238046,0.1755894190504762,-1.194728166254393,0.19094803121168408,-1.1932035786730604,0.13837562423584146,-1.185244315960588,0.16991359487058044,-1.186954655955864,0.1936563068638174,-1.205123718368783,0.18000499233416128,-1.2220714176513603,0.1800680276253542,-1.3009298597848296,0.1897523539641888,-1.306245982500618,0.20209954473784375,-1.30086521461319,0.2070461937711583,-1.3154220309946676,0.1836079140727252,-1.3596936220295075,0.24303917454823443,-1.3080319621186502,0.1754086234706736,-1.1992123526571015,-0.8048085813061773,-1.2809922728130945,-1.112390470913272,-1.1912351345045868,-1.5758742545937061,-1.1344522510459683,-1.5451172889472229,-0.9805275058239481,-1.582254314321972,-0.6305513342642485,-1.3141132996877156,0.11419050458642972,-0.8905700293386322,0.34814272842861455,0.2198674750022966,0.6315409909562327,0.0,1.658688053695365,0.0,1.658688053695365,0.0,1.658688053695365,0.0,1.658688053695365,0.0,1.658688053695365,0.0,1.658688053695365,0.0,1.658688053695365,0.0,1.658688053695365,0.0,1.658688053695365,-0.7080888109642101,0.6329162073611415,-0.5467866247799734,0.6772318247088561,-0.5255216326210644,0.632227618293191,0.19405929467240204,0.6623070607546568,0.1436438243273246,0.6672800083998394,0.17934689778770033,0.6724187507012225,0.19509984332933647,0.6979820851519972,0.20543818060715963,0.6948995771732568,0.20866284371880345,0.6952315146026714,0.20747639779062393,0.709598167127554,0.19875669529573192,0.6970169505064777,0.24037120558876382,0.6928332794072981,0.20397098785477075,0.700932798052581,0.2204966843920622,0.7060866210368115,0.20813250952916676,0.6953836935986609,0.21878325127050366,0.7001307950190024,0.22641612425880792,0.6921354102539667,0.21766776072536959,0.6803995990338061,0.22635465138135444,0.6908612157315902,0.21647784077892224,0.6771791584776895,0.2118812019312838,0.6657474172514288,0.20479584315408444,0.6595850490585345,0.21395784692785985,0.6519560607209053,0.21881393403823762,0.642624523362031,0.21827233789589123,0.64445147957015,0.211954835911259,0.6249122902275758,0.20093684308844337,0.6301289321651123,neutral,neutral,neutral
0.0445435335585449,0.04454353377818432,-0.04454353327993671,0.0,0.19848371053156608,-1.0904945947864584,0.20463193854090123,-1.0676466487611285,0.17864872853700028,-1.100157233012717,0.17911273442583797,-1.1077295337984752,0.1962586246185203,-1.069614774606948,0.17297324396105854,-1.1890896139513671,0.18832126238827704,-1.1875617155771867,0.1360748070718331,-1.1796237009138557,0.16747238170401846,-1.1813011913064742,0.19107773482103324,-1.1993984636963426,0.17752635783446347,-1.216274235908375,0.17756835969929732,-1.294791061104004,0.1872131144636312,-1.3000418961996896,0.19953703422660124,-1.2946126771844713,0.20445105148800397,-1.3091051868621086,0.18113652480216957,-1.353201524371769,0.2402164487058727,-1.3017855690843563,0.1729459740012303,-1.1934749563420755,-0.80222456629356,-1.274846251612541,-1.108009010171841,-1.1855498016375847,-1.5689366581138655,-1.129068959394657,-1.5374783048043985,-0.9759060410174445,-1.5745005167256894,-0.6276741815668245,-1.307821389306309,0.1137195709844067,-0.8864597240659619,0.34616144903307255,0.2195816729535818,0.6280835324804592,0.0,1.6478954492961002,0.0,1.6478954492961002,0.0,1.6478954492961002,0.0,1.6478954492961002,0.0,1.6478954492961002,0.0,1.6478954492961002,0.0,1.6478954492961002,0.0,1.6478954492961002,0.0,1.6478954492961002,-0.704621750608478,0.6282799686329069,-0.5455150018768568,0.6723452314297441,-0.5244332261740303,0.6275459770900429,0.19147766183829554,0.6574662003805177,0.1413416319382162,0.6624449439542386,0.17681395205817502,0.6675586758078926,0.1924712396924497,0.6929886665025051,0.202767711189977,0.689924467181655,0.20597947956204152,0.6902533497140799,0.20479281437025548,0.7045575617283073,0.19612927922525358,0.6920271746282743,0.23750071712822182,0.6878655794268268,0.2012984614835995,0.6959219581581552,0.21773895465949386,0.7010482855470959,0.20543135105544028,0.6904106187276077,0.21602507996432596,0.6951239963637319,0.22363243920213857,0.6871815204113616,0.21493460276351736,0.6754771395852412,0.2235529283274481,0.6859011364403044,0.21374680165231397,0.6722969083344578,0.20913498771944455,0.6608969500153996,0.20208041831904233,0.654790849716303,0.2111685534087747,0.6472018122379862,0.21601699183190412,0.63788975069698,0.2154721744200699,0.639731956476909,0.2091844108668419,0.620264732889969,0.1982250930819304,0.6254560620329664,neutral,neutral,neutral
0.044543533565317706,0.04454353378439321,-0.044543533280845066,0.0,0.19576868645416587,-1.0852834147530261,0.20186416232090187,-1.062556666960756,0.1760258045493367,-1.0949046855560542,0.17646119534359891,-1.1024611695287465,0.1935426043150107,-1.0645466231628538,0.17035748310800428,-1.183450852395036,0.18569488746707283,-1.1819195848205817,0.13377433314831327,-1.1740030539972164,0.16503149462357322,-1.1756476122937753,0.18849951919734614,-1.1936731920011854,0.17504802810994052,-1.2104770311525925,0.17506904886680294,-1.2886521633224555,0.18467413142455055,-1.2938379025181244,0.19697483230687424,-1.288360091575434,0.20185623543353667,-1.3027883192442253,0.17866532103693716,-1.3467093737030975,0.2373940911916347,-1.295539132236684,0.17048343463707902,-1.1877374892794206,-0.7996407543253963,-1.268700164764853,-1.1036280298576964,-1.179864433381927,-1.5620009946738695,-1.1236855427808388,-1.529841400971185,-0.9712844964318478,-1.5667487153434263,-0.6247969155635633,-1.3015318033718373,0.11324934177263721,-0.8823506836689414,0.3441812884673903,0.21929472637486855,0.6246267563831934,0.0,1.6371046534218763,0.0,1.6371046534218763,0.0,1.6371046534218763,0.0,1.6371046534218763,0.0,1.6371046534218763,0.0,1.6371046534218763,0.0,1.6371046534218763,0.0,1.6371046534218763,0.0,1.6371046534218763,-0.7011559606001144,0.6236442094573115,-0.544243217306852,0.6674592446933603,-0.5233445406734606,0.622864958372349,0.18889635652946932,0.6526259997213426,0.13903964116777093,0.6576105174407625,0.17428122613292155,0.662699243084536,0.18984293583884654,0.6879958531967308,0.20009744896346415,0.6849500036241624,0.20329628190589524,0.6852758395513344,0.20210943277161464,0.6995176659351384,0.1935020149001137,0.6870380544719005,0.2346305376457912,0.682898533909669,0.19862611273237352,0.6909117906251105,0.2149814551107103,0.6960106100639415,0.20273044370574797,0.6854382483606999,0.2132672166074938,0.6901178520356946,0.22084911886364725,0.6822283317618719,0.21220183249895977,0.6705553963351011,0.2207515903706697,0.6809417212629213,0.2110160970409196,0.6674153587907149,0.20638919545052203,0.6560471964408042,0.1993654118237965,0.6499973467750242,0.20837977410390335,0.642448258999788,0.2132205174619969,0.6331556783483041,0.21267249018307804,0.6350131198907865,0.20641444682916693,0.6156178750803303,0.19551382071060747,0.6207838976977264,neutral,neutral,neutral
0.04454353357212998,0.04454353379065401,-0.044543533281789616,0.0,0.19305421713107085,-1.080072230042588,0.19909708591698022,-1.0574666643011246,0.17340347437455805,-1.0896521193384137,0.1738102932307288,-1.0971928831052986,0.1908272162223749,-1.0594785098895565,0.16774220630335368,-1.1778120179317515,0.18306897592129573,-1.1762773227267698,0.13147426376917234,-1.1683825113073967,0.1625909980581811,-1.1699940557927917,0.18592172751271055,-1.1879480419985298,0.17257006823687254,-1.2046799437010094,0.17257016082042084,-1.2825133151017303,0.18213547145442344,-1.2876341520595902,0.19441300578053913,-1.282107610037502,0.19926181342528615,-1.296471581652542,0.17619436731863575,-1.34021732816406,0.2345721755594735,-1.2892928037299614,0.168021069852458,-1.1820000905076362,-0.7970572104242413,-1.26255416155728,-1.0992476406550358,-1.1741791677412277,-1.5550674375054367,-1.1183021311927583,-1.5222067702160782,-0.9666629834247424,-1.5589991062248465,-0.6219196040403245,-1.2952446966916134,0.11277983592067219,-0.8782430082636445,0.34220230705538296,0.21900664268137077,0.6211707616885495,0.0,1.6263159486580534,0.0,1.6263159486580534,0.0,1.6263159486580534,0.0,1.6263159486580534,0.0,1.6263159486580534,0.0,1.6263159486580534,0.0,1.6263159486580534,0.0,1.6263159486580534,0.0,1.6263159486580534,-0.6976915283713405,0.6190090524136961,-0.5429713014389859,0.6625739941159765,-0.5222556012141255,0.6181846868082211,0.18631544691169022,0.6477865875766831,0.13673791312844402,0.6527768574007105,0.17174878702605442,0.6578405817079487,0.187215001209429,0.6830037775977703,0.19742746396413416,0.6799763185946851,0.2006133209467837,0.6802991162982058,0.1994263233887812,0.6944786136262141,0.190874971129184,0.6820497225538359,0.23176074223090118,0.6779322748141786,0.19595401168896098,0.6859024285099182,0.21222425790739644,0.6909737283496447,0.20002985843206395,0.6804667147046194,0.21050973368035097,0.6851124950129374,0.21806623633193692,0.6772759760268944,0.20946952183996162,0.665634500489226,0.2179507111988701,0.6759831020102739,0.2082857987558766,0.6625346397933468,0.20364389759141502,0.6511982859461755,0.19665089539320013,0.6452046679617041,0.2055915830323509,0.6376955277375909,0.2104245850550605,0.6284224328588017,0.20987335930932013,0.630295095674896,0.20364501729146822,0.6109718411387457,0.19280309812266316,0.6161125641237002,neutral,neutral,neutral
0.0445435335789815,0.0445435337969666,-0.04454353328277033,0.0,0.1903403747099016,-1.0748611665018457,0.19633078315397415,-1.0523767635257149,0.17078180816147223,-1.0843996611826012,0.17116009919377675,-1.091924801769679,0.18811253265377326,-1.0544105568197948,0.16512748336340252,-1.17217324684799,0.18044359722455525,-1.1706350655630988,0.12917466024184024,-1.162762208871062,0.1601509564386137,-1.1643406586139984,0.18334442728422667,-1.1822231523316133,0.1700925432923489,-1.1988831137975584,0.1700717612510139,-1.2763746650315784,0.1795972011656457,-1.2814307953447501,0.19185162144833118,-1.2758553847533023,0.19666785327909792,-1.290155127524672,0.17372372819648377,-1.3337255458238269,0.23175077536018315,-1.2830467356493003,0.165558944136604,-1.1762628989980255,-0.7944739995721701,-1.256408391207582,-1.0948679531880916,-1.1684941426518614,-1.5481361596739354,-1.1129188545557098,-1.5145746051429665,-0.9620416132944475,-1.5512518852654995,-0.619042314736297,-1.2889602238606501,0.11231107240520574,-0.8741367978338233,0.34022456512061394,0.2187174293702684,0.6177156474534977,0.0,1.615529617511978,0.0,1.615529617511978,0.0,1.615529617511978,0.0,1.615529617511978,0.0,1.615529617511978,0.0,1.615529617511978,0.0,1.615529617511978,0.0,1.615529617511978,0.0,1.615529617511978,-0.6942285412588175,0.6143746200909845,-0.54169928462221,0.6576896093194503,-0.5211664328733328,0.6135052870725979,0.18373500115577962,0.6429480927506336,0.13443650894654544,0.6479440923806584,0.16921670176490713,0.6529828208598413,0.18458750525276973,0.6780125720744297,0.19475782623959104,0.6750035441914615,0.1979306668937069,0.6753233121423161,0.1967435566275511,0.6894405386800763,0.18824821673518377,0.6770623113946201,0.2288914059770444,0.6729669341029549,0.1932822284546705,0.6808940048719581,0.20946743522028957,0.6859377741703029,0.19732966619555176,0.6754961499673555,0.20775270366923132,0.6801080582778349,0.21528386469717137,0.6723245849293479,0.2067377426955679,0.6607145832562347,0.2151503645011215,0.671025410497113,0.2055559786121358,0.6576548812913114,0.20089916660913415,0.6463503479534769,0.19393694075286944,0.6404129410060856,0.20280405421040504,0.6329437451857213,0.20762926873731422,0.6236901407765209,0.20707485592126998,0.6255780096962634,0.20087619574744947,0.6063267554109272,0.1900929974662859,0.6114421862801925,neutral,neutral,neutral
0.04454353358587204,0.04454353380333087,-0.044543533283787184,0.0,0.18762723133297105,-1.069650349908953,0.19356532784347807,-1.047287087310918,0.16816087605259833,-1.0791474378433554,0.16851068433163638,-1.0866570526881143,0.18539862591153425,-1.0493428859133027,0.16251338410464816,-1.1665346753617845,0.17781882084679887,-1.1649929495321896,0.1268755838737114,-1.1571422826362485,0.15771143419372502,-1.158687557494724,0.180767686022206,-1.1764986615629536,0.16761551835047547,-1.1930866816042798,0.1675739158439311,-1.2702363616206056,0.17705938717167286,-1.2752279828017696,0.18929074610597413,-1.269603567827126,0.19407442280518591,-1.2838391102146862,0.17125346822358983,-1.3272341846702511,0.22892996413713929,-1.27680108000105,0.16309712199006912,-1.170526053645965,-0.7918911867064309,-1.250263002854669,-1.0904890780140124,-1.1628094959742956,-1.5412073340675472,-1.107535842723872,-1.5069450981790933,-0.9574204972729856,-1.5435072481946357,-0.616165115339666,-1.2826785392517777,0.11184307020892599,-0.8700321522244834,0.3382481229827034,0.2184270940204768,0.614261512761819,0.0,1.604745942395574,0.0,1.604745942395574,0.0,1.604745942395574,0.0,1.604745942395574,0.0,1.604745942395574,0.0,1.604745942395574,0.0,1.604745942395574,0.0,1.604745942395574,0.0,1.604745942395574,-0.690767086498183,0.6097410350804577,-0.5404271971832735,0.6528062199235567,-0.5200770607091133,0.6088268838398784,0.18115508743367897,0.638110644044206,0.13213548975874018,0.6431123509248536,0.1666850373861846,0.6481260897191933,0.18196051742110803,0.6730223689933899,0.19208860584451348,0.6700318125092364,0.19524838996422425,0.6703485592673064,0.194061202901401,0.6844035749676923,0.18562182055074294,0.6720759535110015,0.22602260397744806,0.6680026437350268,0.19061083314024183,0.6758866527656324,0.20671105922503635,0.6809028812878878,0.1946299379624888,0.6705266863503596,0.20499619906228575,0.675104674809212,0.2125020770468531,0.667374290185858,0.20400656697144953,0.65579577583974,0.21235062396345702,0.6660687785342971,0.20282670842431422,0.652776213227932,0.19815507496661,0.6415035118804296,0.19122361962503867,0.6356222936330804,0.20001726164723962,0.6281930380740438,0.20483464263035436,0.6189589286472686,0.20427705413516759,0.6208619878183751,0.19810805568702589,0.6016827422408576,0.18738359088547618,0.6067728891341105,neutral,neutral,neutral
0.04454353359280136,0.04454353380974674,-0.04454353328484015,0.0,0.184914859133097,-1.0644399059655998,0.19080079377952627,-1.0421977582583175,0.16554074818007708,-1.0738955759993782,0.16586211973139173,-1.0813897629434872,0.182685568282923,-1.0442756190491136,0.1598999783397381,-1.1608964396141663,0.17519471625026828,-1.159351110763398,0.12457709596857156,-1.1515228684638057,0.1552724957467012,-1.153034889090563,0.1781915712262405,-1.1707747081656212,0.16513905847858415,-1.1872907871925031,0.16507669027518393,-1.2640985532869384,0.17452209608316313,-1.2690258647568364,0.18673044654031376,-1.2633523112753988,0.19148158980418908,-1.2775236829834908,0.16878365195323525,-1.3207434025999578,0.22610981542204364,-1.270555988703262,0.16063566792103987,-1.164789693262185,-0.7893088367151007,-1.2441181455492516,-1.0861111256157494,-1.157125365484434,-1.5342811333864512,-1.1021532254721538,-1.4993184415630387,-0.9527997465190626,-1.535765390563046,-0.6132880734832885,-1.2763997970057863,0.11137584831936166,-0.865929171135478,0.3362730409536313,0.21813564429240895,0.6108084567180501,0.0,1.5939652056079416,0.0,1.5939652056079416,0.0,1.5939652056079416,0.0,1.5939652056079416,0.0,1.5939652056079416,0.0,1.5939652056079416,0.0,1.5939652056079416,0.0,1.5939652056079416,0.0,1.5939652056079416,-0.6873072512185988,0.6051084199685303,-0.5391550694245968,0.6479239555383228,-0.5189875097584076,0.6041496017765575,0.17857577391451826,0.6332743702477072,0.12983491670854982,0.6382817615676109,0.16415386093211748,0.64327051745461,0.17933410716634848,0.668033300711373,0.189419872836641,0.665061255631439,0.1925665603804355,0.6653749898450076,0.19137933262745507,0.6793678563445066,0.1829958514144673,0.6670907814080869,0.22315441132074817,0.6630395356580376,0.18793989586183876,0.6708805052324813,0.2039552020980527,0.6758691834523202,0.19193074470019325,0.6655584560407013,0.20224029234531238,0.6701024775744642,0.2097209464616043,0.6624252234989424,0.20127606656575203,0.6508782094305683,0.20955156326461427,0.6611133379209861,0.20009806000255131,0.6478987655331924,0.19541169511850429,0.6366579071328413,0.18851100372441845,0.630832853555202,0.19723127934062204,0.6234435331204565,0.20204078084685992,0.6142289230071224,0.20148002805671944,0.6161471558937297,0.19534067059206953,0.5970399259634374,0.1846749505158615,0.602104797642571,neutral,neutral,neutral
0.04454353359976923,0.044543533816214065,-0.04454353328592919,0.0,0.1822033302294178,-1.0592299602891098,0.18803725473428012,-1.0371088988869854,0.1629214946615847,-1.0686442022453777,0.16321447646416623,-1.0761230595273257,0.1799734320359136,-1.0392088780178743,0.1572873358734213,-1.15525867566062,0.17257135288545897,-1.1537096853042885,0.12227925782302732,-1.145904102118854,0.15283420551131355,-1.147382789966804,0.17561615038127582,-1.1650514305145274,0.1626632287334465,-1.181495570534043,0.16258015020762623,-1.257961388348902,0.17198539450412412,-1.2628245914246967,0.18417078952545554,-1.2571017670171658,0.1888894220632317,-1.2712089989892215,0.16631434393515956,-1.3142533574084494,0.22329040273067402,-1.2643116135761676,0.15817464644165896,-1.159053956564065,-0.7867270144327422,-1.2379739682445057,-1.0817342063949502,-1.1514418888649725,-1.5273577301320298,-1.0967711324880525,-1.4916948273327255,-0.9481794721110575,-1.5280265077309185,-0.6104112567403773,-1.2701241510215977,0.11090942572772441,-0.8618279541151183,0.3342993793340366,0.21784308792773038,0.607356578441422,0.0,1.5831876893179648,0.0,1.5831876893179648,0.0,1.5831876893179648,0.0,1.5831876893179648,0.0,1.5831876893179648,0.0,1.5831876893179648,0.0,1.5831876893179648,0.0,1.5831876893179648,0.0,1.5831876893179648,-0.6838491224373113,0.6004768973295294,-0.5378829316221453,0.6430429457563651,-0.5178978050352523,0.5994735655338636,0.17599712876068743,0.6284394001331182,0.12753485094285608,0.6334524528257116,0.16162323944661885,0.638416233216681,0.17670834393606227,0.6630454995673126,0.1867516972727633,0.660092005622363,0.18988524836496473,0.6604027360276142,0.18869801622245508,0.674333516642496,0.18037037816700638,0.6621069275714958,0.22028690308666857,0.6580777418004343,0.1852694867370452,0.6658756952933004,0.2011999360123872,0.6708368143935475,0.18923215737295393,0.66059159120323,0.19948505599758967,0.6651015995216844,0.20694054601095183,0.6574775165491997,0.1985463133649478,0.6459620151989803,0.2067532560717822,0.6561592204368366,0.1973701051483683,0.6430226681160358,0.192669099507025,0.6318136630969374,0.18579916475405778,0.6260447484650016,0.19444618127262359,0.6186953570233874,0.19924775748630133,0.6095002503749424,0.19868385177680262,0.6114336397563912,0.1925741139321578,0.5923984308971334,0.18196714848051437,0.5974380367455104,neutral,neutral,neutral
0.04454353360677543,0.044543533822732684,-0.04454353328705429,0.0,0.17949271672321218,-1.0540206384045505,0.1852747844537203,-1.0320206316257894,0.16030318559625023,-1.063393443084124,0.1605678255809757,-1.0708570693318071,0.17726228941496563,-1.0341427845141742,0.15467552649850294,-1.1496215194625516,0.1699488001870838,-1.148068809112122,0.11998213072293865,-1.1402861192622558,0.1503966278881748,-1.14173139658987,0.1730414909536894,-1.1593289668777236,0.16018809415749102,-1.1757011714924086,0.1600843612871386,-1.2518250150157142,0.1694493490280629,-1.2566243128992065,0.18161184181890724,-1.2508520868645927,0.18629798735198852,-1.2648952112776528,0.16384560871185008,-1.3077642067802258,0.2204717995586395,-1.2580681063326704,0.15571412206435045,-1.1533189821669412,-0.7841457846360642,-1.231830619786751,-1.0773584306648583,-1.14575920369677,-1.5204372965961017,-1.091389693363527,-1.4840744473134477,-0.943559785040026,-1.5202907948557207,-0.6075347326201944,-1.263851754946463,0.11044382142774704,-0.8577286005538041,0.3323271984095125,0.2175494327491074,0.6039059770597912,0.0,1.5724136755469347,0.0,1.5724136755469347,0.0,1.5724136755469347,0.0,1.5724136755469347,0.0,1.5724136755469347,0.0,1.5724136755469347,0.0,1.5724136755469347,0.0,1.5724136755469347,0.0,1.5724136755469347,-0.680392787054227,0.5958465897184777,-0.5366108140233046,0.6381633201452308,-0.5168079715289677,0.5947988997403993,0.1734192201239112,0.623605862446478,0.12523535360840646,0.628624553190807,0.15909323997144342,0.6335633661303433,0.17408329716949175,0.6580590978745271,0.18408414920471325,0.6551241945193503,0.1872045241369478,0.6554319299398619,0.18601732409873356,0.6693006896622289,0.17774546964712473,0.6571245244595179,0.21742015434170378,0.6531173940636597,0.1825996758808642,0.6608723559402632,0.19844533313358842,0.6658059078136255,0.18653424693796397,0.6556262239727395,0.19673056248771364,0.6601021735717927,0.2041609487491161,0.6525313009875036,0.1958173792396926,0.6410473242868964,0.20395577603635212,0.651206557834202,0.19464291565053152,0.6381480508566671,0.18992736055774517,0.6269709091316972,0.18308817440120992,0.6212581060275086,0.19166204140533455,0.6139486364542961,0.19645564663065335,0.604773037244889,0.19588859936717296,0.6067215652145465,0.189808459160326,0.5877583813366317,0.17926025688577418,0.5927727313582992,neutral,neutral,neutral
