data
"[83,-80,4,0,-45,0,-46,1,-46,1,-45,1,-41,2,-36,2,-30,2,-24,1,-16,0,-7,-1,1,-2,9,-4,17,-5,24,-6,29,-6,33,-5,36,-5,38,-4,38,-2,37,0,34,2,30,3,24,5,17,6,12,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,2,-34,9,-32,8,-29,6,-24,5,-18,5,-11,4,-3,4,5,4,13,5,20,4,27,4,33,4,37,4,40,4,41,3,41,2,39,1,35,0,30,-1,24,-2,16,-2,8,-2,-1,-2,-11,-2,-20,-1,-26,-1]"
"[83,-80,4,0,6,-4,2,-2,-1,-1,-5,1,-8,3,-10,5,-13,6,-14,7,-16,8,-16,8,-16,8,-16,8,-15,7,-13,6,-11,5,-9,3,-6,1,-3,-1,0,-2,3,-3,6,-4,8,-5,11,-4,12,-4,13,-3,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,-7,2,-8,3,-10,4,-13,5,-14,6,-15,7,-16,7,-16,7,-15,7,-14,6,-12,5,-9,4,-7,3,-4,2,0,1,3,-1,6,-2,9,-4,12,-6,14,-7,16,-8,17,-9,18,-9,17,-9,16,-9,15,-8]"
"[83,-80,4,0,-12,4,-6,2,1,0,6,-2,12,-4,17,-6,21,-8,24,-9,26,-10,27,-10,28,-10,27,-10,25,-9,22,-7,18,-5,14,-3,9,-2,4,0,-1,2,-6,3,-11,3,-16,3,-20,2,-22,0,-23,-2,-6,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,10,-3,13,-5,17,-7,20,-8,23,-10,24,-11,25,-11,26,-11,25,-11,23,-10,19,-9,15,-7,10,-6,5,-5,-1,-3,-7,-1,-12,1,-17,3,-21,5,-25,7,-28,9,-30,10,-32,11,-32,11,-30,10,-27,10]"
"[83,-80,4,0,-19,26,-20,27,-19,26,-18,25,-17,23,-14,20,-12,17,-9,13,-7,8,-4,3,-1,-2,2,-7,5,-12,8,-16,10,-19,12,-21,14,-22,15,-23,16,-22,16,-20,16,-18,15,-15,14,-11,12,-7,9,-4,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,6,-6,24,-6,22,-6,20,-5,16,-3,12,-1,8,1,3,4,-2,7,-7,10,-11,13,-15,15,-18,17,-21,18,-23,18,-24,17,-24,15,-24,13,-22,11,-19,8,-16,5,-11,1,-6,-2,-1,-6,5,-9,10,-11,14]"
"[83,-80,4,0,13,28,14,29,14,29,14,28,12,26,11,22,9,18,7,14,4,9,1,4,-2,-1,-5,-6,-7,-11,-10,-15,-11,-19,-12,-22,-12,-24,-11,-25,-10,-26,-9,-26,-7,-24,-4,-22,-2,-18,0,-14,2,-10,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,19,14,18,14,16,13,13,11,10,7,7,3,4,-1,1,-6,-2,-11,-5,-15,-8,-19,-10,-23,-11,-26,-13,-27,-14,-28,-14,-27,-14,-25,-13,-23,-12,-19,-10,-15,-8,-10,-5,-5,-2,1,2,7,5,12,8,16]"
"[83,-80,4,0,-45,-6,-46,-6,-46,-6,-45,-6,-41,-5,-37,-4,-30,-3,-24,-3,-16,-2,-7,-2,1,-2,9,-1,17,0,24,1,29,2,33,3,36,5,38,6,37,8,36,9,32,11,28,12,22,12,15,11,10,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,2,-33,10,-32,9,-29,7,-24,6,-18,5,-11,5,-3,5,5,5,13,5,20,6,27,6,32,6,37,6,40,6,41,5,40,5,38,3,35,2,30,1,24,0,16,-1,8,-2,-1,-3,-10,-3,-19,-4,-26,-4]"
"[83,-80,4,0,-16,-9,-8,-4,0,1,8,6,14,10,20,14,26,18,30,20,33,21,35,22,35,23,34,22,31,21,27,19,21,17,15,13,9,9,3,5,-3,1,-9,-5,-13,-10,-17,-15,-19,-20,-19,-25,-18,-27,-5,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,11,8,16,10,22,12,26,14,30,15,33,17,34,17,34,18,33,17,30,15,26,13,21,10,15,6,9,1,2,-3,-5,-7,-12,-11,-19,-15,-25,-18,-31,-21,-35,-23,-38,-24,-40,-24,-40,-23,-38,-22,-36,-21]"
"[83,-80,4,0,-13,-3,-6,-1,0,1,6,2,12,4,16,5,21,6,24,7,26,8,28,8,28,9,27,9,25,8,21,8,17,7,13,6,8,5,3,3,-2,1,-7,-2,-11,-5,-14,-8,-16,-11,-17,-14,-17,-16,-5,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,3,13,2,18,2,21,3,24,3,26,3,27,3,27,3,26,3,24,3,21,3,17,2,12,0,7,-1,1,-3,-5,-4,-11,-5,-16,-6,-21,-7,-26,-8,-29,-8,-31,-8,-33,-8,-33,-8,-31,-8,-29,-8]"
"[83,-80,4,0,27,14,29,15,29,15,28,14,25,13,22,11,19,9,14,7,9,4,3,2,-2,0,-7,-3,-12,-5,-16,-8,-20,-10,-22,-12,-23,-14,-24,-15,-23,-16,-21,-17,-19,-17,-15,-16,-11,-15,-7,-12,-4,-10,-1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-1,24,-1,23,-1,21,0,17,0,13,-1,8,-2,3,-3,-3,-5,-8,-7,-13,-9,-18,-11,-21,-13,-24,-14,-26,-14,-27,-14,-27,-13,-26,-12,-24,-10,-21,-8,-17,-6,-12,-4,-6,-1,-1,2,5,4,11,7,16,8]"
"[83,-80,4,0,-6,31,-6,32,-6,32,-6,31,-5,28,-5,25,-4,21,-3,16,-3,10,-2,4,-1,-2,-1,-8,1,-13,2,-18,3,-21,4,-24,5,-26,6,-27,8,-27,8,-25,9,-23,9,-20,9,-15,8,-11,8,-7,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,8,23,7,22,5,20,4,16,4,12,4,7,3,1,3,-4,4,-10,4,-15,4,-20,4,-24,5,-27,5,-30,4,-31,3,-30,3,-29,2,-26,1,-23,0,-18,-1,-13,-2,-7,-2,0,-3,6,-4,13,-4,18]"
"[83,-80,4,0,-13,1,-7,1,0,0,7,0,12,1,18,1,22,1,25,0,28,0,29,0,30,1,29,1,26,1,23,2,19,2,14,2,9,2,3,2,-2,1,-7,-1,-12,-2,-16,-4,-18,-7,-19,-9,-20,-12,-5,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,10,-1,14,-2,18,-4,21,-5,24,-6,26,-6,27,-7,27,-6,26,-6,24,-5,21,-5,17,-5,12,-4,6,-4,0,-3,-6,-3,-12,-2,-17,-1,-22,0,-27,1,-30,1,-32,2,-33,2,-33,3,-32,2,-30,2]"
"[83,-80,4,0,33,28,35,29,35,28,34,28,31,26,28,22,23,19,18,14,11,9,5,4,-2,-1,-9,-5,-15,-10,-20,-15,-24,-19,-27,-23,-28,-25,-28,-28,-27,-29,-25,-30,-22,-29,-17,-27,-12,-23,-7,-19,-3,-15,-1,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,33,5,32,5,29,6,24,5,18,2,11,-1,5,-4,-2,-8,-9,-12,-15,-16,-21,-19,-26,-22,-30,-25,-33,-26,-34,-26,-34,-25,-33,-23,-31,-21,-27,-17,-22,-13,-16,-9,-9,-3,-1,2,7,7,14,12,19,16]"
"[83,-80,4,0,-6,15,-2,7,2,-1,5,-9,9,-17,12,-23,14,-29,16,-33,18,-37,19,-39,19,-38,18,-37,18,-33,16,-29,14,-24,11,-17,8,-11,4,-4,0,2,-5,8,-10,13,-14,17,-19,19,-24,19,-27,18,-7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-4,5,-14,5,-19,6,-26,6,-31,7,-35,7,-37,8,-39,8,-38,8,-37,7,-33,6,-29,4,-24,2,-17,-1,-10,-4,-2,-7,5,-9,13,-11,21,-13,28,-15,34,-16,38,-16,41,-17,43,-16,43,-15,40,-14,37]"
"[83,-80,4,0,-8,16,-3,7,1,-1,6,-8,9,-15,13,-22,16,-28,18,-32,20,-35,21,-36,22,-37,22,-35,21,-32,19,-28,16,-23,13,-17,10,-10,5,-4,0,2,-5,7,-10,12,-16,15,-21,17,-26,17,-28,16,-8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,6,-14,6,-19,6,-25,7,-30,8,-34,9,-37,9,-38,10,-39,10,-37,9,-34,7,-30,6,-24,3,-18,0,-11,-3,-3,-7,5,-10,13,-12,20,-15,26,-16,32,-18,37,-19,41,-19,42,-19,42,-18,39,-17,36]"
"[83,-80,4,0,-7,-5,-4,-3,-1,0,2,3,5,6,7,8,9,9,11,10,12,11,12,12,13,12,12,12,11,11,9,10,7,9,5,7,3,5,1,2,-2,0,-4,-3,-5,-6,-6,-8,-6,-11,-6,-12,-5,-13,-2,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,6,5,8,6,10,7,12,8,13,8,14,9,13,9,13,9,12,8,11,7,9,5,6,3,4,1,1,-2,-2,-4,-5,-6,-8,-8,-10,-10,-12,-11,-14,-12,-15,-13,-16,-13,-16,-13,-15,-12,-14,-12]"
"[83,-80,4,0,26,34,28,36,28,36,27,35,25,32,22,28,18,23,14,18,9,11,3,5,-2,-1,-7,-7,-12,-14,-16,-19,-19,-24,-21,-28,-22,-32,-21,-34,-19,-35,-17,-35,-14,-33,-11,-30,-7,-25,-3,-20,0,-16,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,32,12,30,12,27,12,22,10,17,6,11,1,5,-3,-1,-9,-6,-14,-12,-18,-16,-23,-21,-27,-24,-31,-26,-33,-28,-33,-28,-32,-27,-30,-25,-26,-23,-23,-19,-18,-14,-12,-8,-5,-2,2,4,9,11,15,15,21]"
"[83,-80,4,0,-9,30,-9,31,-9,31,-9,30,-8,28,-7,24,-6,20,-5,15,-4,10,-2,4,-1,-2,1,-7,2,-13,4,-17,6,-21,7,-23,9,-25,10,-26,11,-25,12,-24,12,-22,12,-18,11,-14,10,-10,9,-6,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7,23,6,22,5,20,4,17,4,12,4,7,4,1,4,-4,4,-10,5,-15,5,-20,6,-24,6,-27,6,-29,6,-30,5,-30,4,-28,3,-26,2,-23,1,-18,-1,-13,-2,-7,-3,-1,-4,6,-5,12,-6,17]"
"[83,-80,4,0,16,-6,7,-4,-2,-2,-11,0,-19,2,-26,3,-32,5,-36,6,-39,7,-41,8,-42,8,-41,7,-38,5,-34,4,-28,2,-22,0,-15,-1,-7,-2,1,-3,8,-2,15,-1,22,1,27,3,29,7,30,10,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,1,-14,5,-18,8,-23,11,-27,14,-31,17,-33,18,-35,18,-35,18,-34,17,-31,16,-27,14,-22,12,-16,9,-8,6,-1,3,8,0,15,-3,22,-5,29,-8,34,-10,39,-13,42,-15,43,-16,43,-16,40,-16,38,-15]"
"[83,-80,4,0,-32,1,-34,1,-34,1,-32,1,-30,1,-26,1,-22,1,-17,0,-12,0,-6,-1,0,-1,6,-1,11,-1,16,-1,21,0,24,0,26,1,27,3,27,4,25,5,23,6,20,6,16,7,11,7,7,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,3,-20,15,-20,13,-18,11,-15,10,-11,8,-6,6,-1,4,4,2,10,1,15,0,20,-1,23,-2,27,-3,29,-3,29,-4,29,-4,27,-5,25,-5,21,-5,17,-5,11,-4,5,-4,-1,-3,-8,-2,-14,-1,-19,0]"
