PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
-0.8854077770941323,-1.5996739350972282,0.8171870540837541,0.12528540722779433,-0.691232512906679,-0.19049042155095885,-0.059897619501747386,-0.011726701902841861,-0.0332330433729548,0.008928264416265052
-1.1857746400995053,0.4881928913247287,0.46268446287183107,-0.22796523368346575,0.043572487929296036,-0.10257002832705037,0.07717793226383828,-0.07297864086058442,-0.027580736627379657,0.02293566140549809
-0.7131874308281034,3.8740162669705547,0.01553694268509469,-0.8662001137044708,0.5863451256237617,-0.5025956816945332,0.7250236173251869,-0.0025489319148004484,-0.008664148781456384,-0.027140132093267197
0.05131649229705693,-1.4707964888641483,0.6399425676064538,0.022379186868376796,-0.760840917027412,-0.24826838240607704,-0.011554605885634284,-0.019063062942747965,-0.03754946174127098,-0.020970861410664003
-1.4728099069741778,-1.7615963753750123,0.10564740995731829,0.2270801247324362,0.291239951333771,0.18683684847847526,-0.04170406932758955,-0.030393353421604777,-0.11706018553969855,0.0237744752004099
-0.4416392111739583,-1.4467852366262417,-0.3159298219600065,-0.020284432422799988,0.18992638149037913,0.07497969174651539,0.47481802140494905,-0.061198026445257625,-0.16193912097476887,0.0007285146643894122
-2.1777050162540723,1.1121717900148407,0.9189027641613979,0.049183987256300514,0.1868013254992045,-0.21509076307167496,0.3213375182662193,-0.0916920189825349,0.004872389344633797,0.07706490999739658
-2.7643740159494348,8.63449356369937,-4.108510499436848,2.5990984868400546,-1.8602658552468756,-0.5978407023873035,0.4752222417910772,0.30674027717811,0.012778242812928274,-0.10476556167067469
-0.7100089265809293,1.6157210586915463,0.3741086177624887,-0.25846325884776333,0.3357935316239982,-0.2237404753411382,0.306175996679735,-0.09140918832968661,-0.007991021296127223,0.0059490063174654365
-1.3040598302394741,-1.7903875043993824,0.3907606320306638,0.3550241042402307,0.08320772009888855,0.12365928295545517,0.013904843193872786,-0.03328586108228644,-0.11084562360927386,0.02705485376954156
-1.22248177988485,1.7051194317043326,0.5514923918141751,-0.17514248380716618,0.30838625152140176,-0.2771258621320284,0.443396106263941,-0.0912044510818037,-0.0001612012406032054,0.029514900395378112
-3.2744258829508395,3.3760473322429325,0.6660875643087062,-0.29923301913115985,0.7583390773409786,-0.684147673356458,0.7319210163992832,0.06610977645006526,0.022193041197067664,0.09566088351037096
-1.9028341296838027,0.183042875013421,0.5675555480456179,0.3370427435245471,0.8338064773810488,0.2040299741869621,-0.33866271454470276,-0.0628009788554028,-0.056533858107826976,0.04738458463388655
-1.5121183426937639,0.6908912285251673,0.5530659383099116,0.2774412989499432,0.9181039016281823,0.18513302574128185,-0.396821656385519,-0.0845590744734808,-0.017211794048181656,0.023895528826669316
-0.7743545366171208,2.2173735460785085,0.581641307879598,-0.09216264827032696,0.479507874785252,-0.21968552031876623,0.5558613999672293,-0.07810952287713942,0.002818858737815398,0.0073676757129678356
-0.9215590294568685,-1.4955898792149387,-0.18168938329394818,0.04709505795219717,0.0822430736704903,-0.12993359119178166,0.631352394038083,-0.050411913085983195,-0.1368799109192747,0.02078705099777646
-0.9315840273102944,1.6610930054527957,0.6330881828908796,-0.08326658034897512,0.3154695333230194,-0.19000620763496173,0.3962398979338676,-0.09972810583788463,0.005264561320754866,0.020758677049712564
-1.0614869425640077,-1.3324576245911508,0.9903196474087824,0.3486318148326107,-0.48458946171152684,-0.2020111633326977,-0.031106215170436602,-0.01164415963460522,-0.04662329011474451,0.019666557435717942
-1.0873274000504838,-1.2809165675032352,-0.36282519719264966,0.03985232146631839,0.3955839018954672,-0.06214335486536307,0.5874393304792689,-0.041158499828400794,-0.16496762114050617,0.025270486279425117
